Industry,State,Year,Measure
Other Government Service Buildings,Montana,2015,45704
Other Government Service Buildings,Nebraska,2024,1943
Other Government Service Buildings,Nebraska,2023,68750
Other Government Service Buildings,Nebraska,2022,69791
Other Government Service Buildings,Nebraska,2021,117642
Other Government Service Buildings,Nebraska,2020,100046
Other Government Service Buildings,Nebraska,2019,55686
Other Government Service Buildings,Nebraska,2018,78656
Other Government Service Buildings,Nebraska,2017,46802
Other Government Service Buildings,Nebraska,2016,28088
Other Government Service Buildings,Nebraska,2015,68615
Other Government Service Buildings,Nevada,2024,6369
Other Government Service Buildings,Nevada,2023,127080
Other Government Service Buildings,Nevada,2022,114502
Other Government Service Buildings,Nevada,2021,94608
Other Government Service Buildings,Nevada,2020,15704
Other Government Service Buildings,Nevada,2019,65501
Other Government Service Buildings,Nevada,2018,33530
Other Government Service Buildings,Nevada,2017,27069
Other Government Service Buildings,Nevada,2016,32183
Other Government Service Buildings,Nevada,2015,23516
Other Government Service Buildings,New Hampshire,2024,7082
Other Government Service Buildings,New Hampshire,2023,34794
Other Government Service Buildings,New Hampshire,2022,19945
Other Government Service Buildings,New Hampshire,2021,11464
Other Government Service Buildings,New Hampshire,2020,27212
Other Government Service Buildings,New Hampshire,2019,8855
Other Government Service Buildings,New Hampshire,2018,19786
Other Government Service Buildings,New Hampshire,2017,20486
Other Government Service Buildings,New Hampshire,2016,65774
Other Government Service Buildings,New Hampshire,2015,31270
Other Government Service Buildings,New Jersey,2024,16403
Other Government Service Buildings,New Jersey,2023,50460
Other Government Service Buildings,New Jersey,2022,126737
Other Government Service Buildings,New Jersey,2021,161398
Other Government Service Buildings,New Jersey,2020,259250
Other Government Service Buildings,New Jersey,2019,42368
Other Government Service Buildings,New Jersey,2018,122531
Other Government Service Buildings,New Jersey,2017,56066
Other Government Service Buildings,New Jersey,2016,145341
Other Government Service Buildings,New Jersey,2015,145757
Other Government Service Buildings,New Mexico,2023,64817
Other Government Service Buildings,New Mexico,2022,118555
Other Government Service Buildings,New Mexico,2021,25194
Other Government Service Buildings,New Mexico,2020,48742
Other Government Service Buildings,New Mexico,2019,42354
Other Government Service Buildings,New Mexico,2018,125747
Other Government Service Buildings,New Mexico,2017,69203
Other Government Service Buildings,New Mexico,2016,35887
Other Government Service Buildings,New Mexico,2015,33430
Other Government Service Buildings,New York,2024,102345
Other Government Service Buildings,New York,2023,386411
Other Government Service Buildings,New York,2022,313736
Other Government Service Buildings,New York,2021,421274
Other Government Service Buildings,New York,2020,503817
Other Government Service Buildings,New York,2019,202704
Other Government Service Buildings,New York,2018,372323
Other Government Service Buildings,New York,2017,461493
Other Government Service Buildings,New York,2016,398125
Other Government Service Buildings,New York,2015,213445
Other Government Service Buildings,North Carolina,2024,64250
Other Government Service Buildings,North Carolina,2023,478335
Other Government Service Buildings,North Carolina,2022,305562
Other Government Service Buildings,North Carolina,2021,689723
Other Government Service Buildings,North Carolina,2020,904415
Other Government Service Buildings,North Carolina,2019,330463
Other Government Service Buildings,North Carolina,2018,309446
Other Government Service Buildings,North Carolina,2017,240417
Other Government Service Buildings,North Carolina,2016,196118
Other Government Service Buildings,North Carolina,2015,142927
Other Government Service Buildings,North Dakota,2024,139
Other Government Service Buildings,North Dakota,2023,136451
Other Government Service Buildings,North Dakota,2022,71155
Other Government Service Buildings,North Dakota,2021,11029
Other Government Service Buildings,North Dakota,2020,40406
Other Government Service Buildings,North Dakota,2019,42030
Other Government Service Buildings,North Dakota,2018,24806
Other Government Service Buildings,North Dakota,2017,26883
Other Government Service Buildings,North Dakota,2016,46178
Other Government Service Buildings,North Dakota,2015,189039
Other Government Service Buildings,Ohio,2024,25046
Other Government Service Buildings,Ohio,2023,424666
Other Government Service Buildings,Ohio,2022,224956
Other Government Service Buildings,Ohio,2021,116370
Other Government Service Buildings,Ohio,2020,469864
Other Government Service Buildings,Ohio,2019,198067
Other Government Service Buildings,Ohio,2018,407253
Other Government Service Buildings,Ohio,2017,250710
Other Government Service Buildings,Ohio,2016,105019
Other Government Service Buildings,Ohio,2015,113017
Other Government Service Buildings,Oklahoma,2024,33613
Other Government Service Buildings,Oklahoma,2023,167488
Other Government Service Buildings,Oklahoma,2022,87339
Other Government Service Buildings,Oklahoma,2021,72626
Other Government Service Buildings,Oklahoma,2020,113552
Other Government Service Buildings,Oklahoma,2019,70290
Other Government Service Buildings,Oklahoma,2018,117322
Other Government Service Buildings,Oklahoma,2017,110475
Other Government Service Buildings,Oklahoma,2016,98860
Other Government Service Buildings,Oklahoma,2015,112952
Other Government Service Buildings,Oregon,2024,10289
Other Government Service Buildings,Oregon,2023,124801
Other Government Service Buildings,Oregon,2022,88856
Other Government Service Buildings,Oregon,2021,62068
Other Government Service Buildings,Oregon,2020,88056
Other Government Service Buildings,Oregon,2019,108596
Other Government Service Buildings,Oregon,2018,49745
Other Government Service Buildings,Oregon,2017,93986
Other Government Service Buildings,Oregon,2016,86634
Other Government Service Buildings,Oregon,2015,33029
Other Government Service Buildings,Pennsylvania,2024,66317
Other Government Service Buildings,Pennsylvania,2023,173222
Other Government Service Buildings,Pennsylvania,2022,230329
Other Government Service Buildings,Pennsylvania,2021,154309
Other Government Service Buildings,Pennsylvania,2020,233615
Other Government Service Buildings,Pennsylvania,2019,111399
Other Government Service Buildings,Pennsylvania,2018,322234
Other Government Service Buildings,Pennsylvania,2017,112346
Other Government Service Buildings,Pennsylvania,2016,150147
Other Government Service Buildings,Pennsylvania,2015,113785
Other Government Service Buildings,Rhode Island,2024,265
Other Government Service Buildings,Rhode Island,2023,37749
Other Government Service Buildings,Rhode Island,2022,9195
Other Government Service Buildings,Rhode Island,2021,23903
Other Government Service Buildings,Rhode Island,2020,11512
Other Government Service Buildings,Rhode Island,2019,5437
Other Government Service Buildings,Rhode Island,2018,43546
Other Government Service Buildings,Rhode Island,2017,49254
Other Government Service Buildings,Rhode Island,2016,21055
Other Government Service Buildings,Rhode Island,2015,10843
Other Government Service Buildings,South Carolina,2024,11589
Other Government Service Buildings,South Carolina,2023,191074
Other Government Service Buildings,South Carolina,2022,209658
Other Government Service Buildings,South Carolina,2021,150865
Other Government Service Buildings,South Carolina,2020,112214
Other Government Service Buildings,South Carolina,2019,107273
Other Government Service Buildings,South Carolina,2018,161742
Other Government Service Buildings,South Carolina,2017,69776
Other Government Service Buildings,South Carolina,2016,102670
Other Government Service Buildings,South Carolina,2015,198275
Other Government Service Buildings,South Dakota,2024,206657
Other Government Service Buildings,South Dakota,2023,160654
Other Government Service Buildings,South Dakota,2022,185825
Other Government Service Buildings,South Dakota,2021,146589
Other Government Service Buildings,South Dakota,2020,20919
Other Government Service Buildings,South Dakota,2019,16032
Other Government Service Buildings,South Dakota,2018,60955
Other Government Service Buildings,South Dakota,2017,3238
Other Government Service Buildings,South Dakota,2016,5133
Other Government Service Buildings,South Dakota,2015,20078
Other Government Service Buildings,Tennessee,2024,71536
Other Government Service Buildings,Tennessee,2023,157134
Other Government Service Buildings,Tennessee,2022,182481
Other Government Service Buildings,Tennessee,2021,217148
Other Government Service Buildings,Tennessee,2020,149960
Other Government Service Buildings,Tennessee,2019,87364
Other Government Service Buildings,Tennessee,2018,164294
Other Government Service Buildings,Tennessee,2017,176944
Other Government Service Buildings,Tennessee,2016,79611
Other Government Service Buildings,Tennessee,2015,46464
Other Government Service Buildings,Texas,2024,169142
Other Government Service Buildings,Texas,2023,775722
Other Government Service Buildings,Texas,2022,775962
Other Government Service Buildings,Texas,2021,793049
Other Government Service Buildings,Texas,2020,498305
Other Government Service Buildings,Texas,2019,557397
Other Government Service Buildings,Texas,2018,636777
Other Government Service Buildings,Texas,2017,970027
Other Government Service Buildings,Texas,2016,940609
Other Government Service Buildings,Texas,2015,435840
Other Government Service Buildings,Utah,2024,95510
Other Government Service Buildings,Utah,2023,70766
Other Government Service Buildings,Utah,2022,84065
Other Government Service Buildings,Utah,2021,76418
Other Government Service Buildings,Utah,2020,213442
Other Government Service Buildings,Utah,2019,596965
Other Government Service Buildings,Utah,2018,47594
Other Government Service Buildings,Utah,2017,107045
Other Government Service Buildings,Utah,2016,72089
Other Government Service Buildings,Utah,2015,70605
Other Government Service Buildings,Vermont,2024,1730
Other Government Service Buildings,Vermont,2023,11006
Other Government Service Buildings,Vermont,2022,18907
Other Government Service Buildings,Vermont,2021,13419
Other Government Service Buildings,Vermont,2020,5307
Other Government Service Buildings,Vermont,2019,8682
Other Government Service Buildings,Vermont,2018,4111
Other Government Service Buildings,Vermont,2017,13763
Other Government Service Buildings,Vermont,2016,35868
Other Government Service Buildings,Vermont,2015,12465
Other Government Service Buildings,Virginia,2024,154360
Other Government Service Buildings,Virginia,2023,345272
Other Government Service Buildings,Virginia,2022,339762
Other Government Service Buildings,Virginia,2021,299313
Other Government Service Buildings,Virginia,2020,371908
Other Government Service Buildings,Virginia,2019,338694
Other Government Service Buildings,Virginia,2018,318452
Other Government Service Buildings,Virginia,2017,268371
Other Government Service Buildings,Virginia,2016,254474
Other Government Service Buildings,Virginia,2015,277294
Other Government Service Buildings,Washington,2024,113847
Other Government Service Buildings,Washington,2023,219764
Other Government Service Buildings,Washington,2022,136032
Other Government Service Buildings,Washington,2021,196201
Other Government Service Buildings,Washington,2020,302292
Other Government Service Buildings,Washington,2019,199740
Other Government Service Buildings,Washington,2018,128785
Other Government Service Buildings,Washington,2017,148690
Other Government Service Buildings,Washington,2016,181892
Other Government Service Buildings,Washington,2015,297710
Other Government Service Buildings,West Virginia,2024,12598
Other Government Service Buildings,West Virginia,2023,56351
Other Government Service Buildings,West Virginia,2022,72594
Other Government Service Buildings,West Virginia,2021,29050
Other Government Service Buildings,West Virginia,2020,30693
Other Government Service Buildings,West Virginia,2019,9413
Other Government Service Buildings,West Virginia,2018,14492
Other Government Service Buildings,West Virginia,2017,19000
Other Government Service Buildings,West Virginia,2016,2002
Other Government Service Buildings,West Virginia,2015,6330
Other Government Service Buildings,Wisconsin,2024,278435
Other Government Service Buildings,Wisconsin,2023,376483
Other Government Service Buildings,Wisconsin,2022,230602
Other Government Service Buildings,Wisconsin,2021,219080
Other Government Service Buildings,Wisconsin,2020,209042
Other Government Service Buildings,Wisconsin,2019,90079
Other Government Service Buildings,Wisconsin,2018,95651
Other Government Service Buildings,Wisconsin,2017,182244
Other Government Service Buildings,Wisconsin,2016,62010
Other Government Service Buildings,Wisconsin,2015,86137
Other Government Service Buildings,Wyoming,2024,159255
Other Government Service Buildings,Wyoming,2023,11312
Other Government Service Buildings,Wyoming,2022,34092
Other Government Service Buildings,Wyoming,2021,24838
Other Government Service Buildings,Wyoming,2020,13419
Other Government Service Buildings,Wyoming,2019,17516
Other Government Service Buildings,Wyoming,2018,28883
Other Government Service Buildings,Wyoming,2017,20402
Other Government Service Buildings,Wyoming,2016,45961
Other Government Service Buildings,Wyoming,2015,13421
Houses of Worship,Alabama,2024,1500
Houses of Worship,Alabama,2023,21293
Houses of Worship,Alabama,2022,14520
Houses of Worship,Alabama,2021,9786
Houses of Worship,Alabama,2020,24084
Houses of Worship,Alabama,2019,21934
Houses of Worship,Alabama,2018,18961
Houses of Worship,Alabama,2017,15916
Houses of Worship,Alabama,2016,23641
Houses of Worship,Alabama,2015,40685
Houses of Worship,Alaska,2024,10002
Houses of Worship,Alaska,2023,450
Houses of Worship,Alaska,2021,1445
Houses of Worship,Alaska,2019,492
Houses of Worship,Alaska,2017,450
Houses of Worship,Alaska,2015,3738
Houses of Worship,Arizona,2024,8666
Houses of Worship,Arizona,2023,44044
Houses of Worship,Arizona,2022,13258
Houses of Worship,Arizona,2021,12355
Houses of Worship,Arizona,2020,29629
Houses of Worship,Arizona,2019,16955
Houses of Worship,Arizona,2018,40248
Houses of Worship,Arizona,2017,22725
Houses of Worship,Arizona,2016,52006
Houses of Worship,Arizona,2015,19960
Houses of Worship,Arkansas,2024,5533
Houses of Worship,Arkansas,2023,28101
Houses of Worship,Arkansas,2022,19963
Houses of Worship,Arkansas,2021,16211
Houses of Worship,Arkansas,2020,30726
Houses of Worship,Arkansas,2019,13251
Houses of Worship,Arkansas,2018,44696
Houses of Worship,Arkansas,2017,27234
Houses of Worship,Arkansas,2016,18676
Houses of Worship,Arkansas,2015,31676
Houses of Worship,California,2024,2303
Houses of Worship,California,2023,81886
Houses of Worship,California,2022,46764
Houses of Worship,California,2021,40504
Houses of Worship,California,2020,50859
Houses of Worship,California,2019,41508
Houses of Worship,California,2018,44663
Houses of Worship,California,2017,149421
Houses of Worship,California,2016,69866
Houses of Worship,California,2015,50389
Houses of Worship,Colorado,2024,4065
Houses of Worship,Colorado,2023,56141
Houses of Worship,Colorado,2022,30247
Houses of Worship,Colorado,2021,33288
Houses of Worship,Colorado,2020,23989
Houses of Worship,Colorado,2019,179251
Houses of Worship,Colorado,2018,22586
Houses of Worship,Colorado,2017,17001
Houses of Worship,Colorado,2016,17266
Houses of Worship,Colorado,2015,27239
Houses of Worship,Connecticut,2024,1050
Houses of Worship,Connecticut,2023,2981
Houses of Worship,Connecticut,2022,5060
Houses of Worship,Connecticut,2021,8400
Houses of Worship,Connecticut,2020,16588
Houses of Worship,Connecticut,2019,15770
Houses of Worship,Connecticut,2018,15603
Houses of Worship,Connecticut,2017,21897
Houses of Worship,Connecticut,2016,5383
Houses of Worship,Connecticut,2015,66913
Houses of Worship,Delaware,2023,445
Houses of Worship,Delaware,2022,5207
Houses of Worship,Delaware,2021,140
Houses of Worship,Delaware,2020,12206
Houses of Worship,Delaware,2019,2375
Houses of Worship,Delaware,2018,11370
Houses of Worship,Delaware,2017,1021
Houses of Worship,Delaware,2016,7785
Houses of Worship,Delaware,2015,3000
Houses of Worship,District of Columbia,2022,5000
Houses of Worship,District of Columbia,2021,11000
Houses of Worship,District of Columbia,2018,4000
Houses of Worship,District of Columbia,2017,13550
Houses of Worship,District of Columbia,2016,4060
Houses of Worship,District of Columbia,2015,14948
Houses of Worship,Florida,2024,48090
Houses of Worship,Florida,2023,220117
Houses of Worship,Florida,2022,144052
Houses of Worship,Florida,2021,193655
Houses of Worship,Florida,2020,117787
Houses of Worship,Florida,2019,176130
Houses of Worship,Florida,2018,109404
Houses of Worship,Florida,2017,134308
Houses of Worship,Florida,2016,70274
Houses of Worship,Florida,2015,161237
Houses of Worship,Georgia,2024,22429
Houses of Worship,Georgia,2023,117642
Houses of Worship,Georgia,2022,87012
Houses of Worship,Georgia,2021,40579
Houses of Worship,Georgia,2020,46165
Houses of Worship,Georgia,2019,76416
Houses of Worship,Georgia,2018,75181
Houses of Worship,Georgia,2017,86303
Houses of Worship,Georgia,2016,48163
Houses of Worship,Georgia,2015,82579
Houses of Worship,Hawaii,2024,5913
Houses of Worship,Hawaii,2023,1180
Houses of Worship,Hawaii,2022,2957
Houses of Worship,Hawaii,2021,2801
Houses of Worship,Hawaii,2020,3099
Houses of Worship,Hawaii,2019,2152
Houses of Worship,Hawaii,2018,5827
Houses of Worship,Hawaii,2017,5605
Houses of Worship,Hawaii,2016,1445
Houses of Worship,Hawaii,2015,11585
Houses of Worship,Idaho,2024,4282
Houses of Worship,Idaho,2023,29043
Houses of Worship,Idaho,2022,22972
Houses of Worship,Idaho,2021,8415
Houses of Worship,Idaho,2020,13729
Houses of Worship,Idaho,2019,68981
Houses of Worship,Idaho,2018,8196
Houses of Worship,Idaho,2017,8201
Houses of Worship,Idaho,2016,3374
Houses of Worship,Idaho,2015,7232
Houses of Worship,Illinois,2023,26322
Houses of Worship,Illinois,2022,12440
Houses of Worship,Illinois,2021,16355
Houses of Worship,Illinois,2020,19094
Houses of Worship,Illinois,2019,15300
Houses of Worship,Illinois,2018,34442
Houses of Worship,Illinois,2017,56162
Houses of Worship,Illinois,2016,73321
Houses of Worship,Illinois,2015,50987
Houses of Worship,Indiana,2024,3243
Houses of Worship,Indiana,2023,20621
Houses of Worship,Indiana,2022,9548
Houses of Worship,Indiana,2021,9482
Houses of Worship,Indiana,2020,19940
Houses of Worship,Indiana,2019,25900
Houses of Worship,Indiana,2018,58411
Houses of Worship,Indiana,2017,34661
Houses of Worship,Indiana,2016,19482
Houses of Worship,Indiana,2015,49942
Houses of Worship,Iowa,2024,688
Houses of Worship,Iowa,2023,34936
Houses of Worship,Iowa,2022,16451
Houses of Worship,Iowa,2021,19904
Houses of Worship,Iowa,2020,14222
Houses of Worship,Iowa,2019,14169
Houses of Worship,Iowa,2018,25635
Houses of Worship,Iowa,2017,19863
Houses of Worship,Iowa,2016,14801
Houses of Worship,Iowa,2015,20497
Houses of Worship,Kansas,2024,12169
Houses of Worship,Kansas,2023,21216
Houses of Worship,Kansas,2022,24536
Houses of Worship,Kansas,2021,13555
Houses of Worship,Kansas,2020,51806
Houses of Worship,Kansas,2019,21970
Houses of Worship,Kansas,2018,23123
Houses of Worship,Kansas,2017,39374
Houses of Worship,Kansas,2016,9734
Houses of Worship,Kansas,2015,134457
Houses of Worship,Kentucky,2024,700
Houses of Worship,Kentucky,2023,13089
Houses of Worship,Kentucky,2022,22058
Houses of Worship,Kentucky,2021,4005
Houses of Worship,Kentucky,2020,18991
Houses of Worship,Kentucky,2019,27409
Houses of Worship,Kentucky,2018,15695
Houses of Worship,Kentucky,2017,61082
Houses of Worship,Kentucky,2016,33145
Houses of Worship,Kentucky,2015,17645
Houses of Worship,Louisiana,2024,8949
Houses of Worship,Louisiana,2023,62482
Houses of Worship,Louisiana,2022,35030
Houses of Worship,Louisiana,2021,23905
Houses of Worship,Louisiana,2020,41457
Houses of Worship,Louisiana,2019,17202
Houses of Worship,Louisiana,2018,28958
Houses of Worship,Louisiana,2017,72607
Houses of Worship,Louisiana,2016,64882
Houses of Worship,Louisiana,2015,64119
Houses of Worship,Maine,2022,3000
Houses of Worship,Maine,2019,3250
Houses of Worship,Maine,2017,3130
Houses of Worship,Maine,2016,784
Houses of Worship,Maine,2015,300
Houses of Worship,Maryland,2024,3124
Houses of Worship,Maryland,2023,15615
Houses of Worship,Maryland,2022,23820
Houses of Worship,Maryland,2021,8683
Houses of Worship,Maryland,2020,19698
Houses of Worship,Maryland,2019,26456
Houses of Worship,Maryland,2018,36036
Houses of Worship,Maryland,2017,33834
Houses of Worship,Maryland,2016,44271
Houses of Worship,Maryland,2015,31432
Houses of Worship,Massachusetts,2024,2284
Houses of Worship,Massachusetts,2023,9943
Houses of Worship,Massachusetts,2022,18073
Houses of Worship,Massachusetts,2021,20759
Houses of Worship,Massachusetts,2020,15285
Houses of Worship,Massachusetts,2019,22853
Houses of Worship,Massachusetts,2018,72585
Houses of Worship,Massachusetts,2017,78260
Houses of Worship,Massachusetts,2016,30013
Houses of Worship,Massachusetts,2015,28050
Houses of Worship,Michigan,2024,1208
Houses of Worship,Michigan,2023,22268
Houses of Worship,Michigan,2022,11457
Houses of Worship,Michigan,2021,18733
Houses of Worship,Michigan,2020,8255
Houses of Worship,Michigan,2019,14681
Houses of Worship,Michigan,2018,36795
Houses of Worship,Michigan,2017,56107
Houses of Worship,Michigan,2016,36755
Houses of Worship,Michigan,2015,54776
Houses of Worship,Minnesota,2024,4258
Houses of Worship,Minnesota,2023,11937
Houses of Worship,Minnesota,2022,20804
Houses of Worship,Minnesota,2021,30588
Houses of Worship,Minnesota,2020,18647
Houses of Worship,Minnesota,2019,51507
Houses of Worship,Minnesota,2018,32943
Houses of Worship,Minnesota,2017,41172
Houses of Worship,Minnesota,2016,54166
Houses of Worship,Minnesota,2015,24919
Houses of Worship,Mississippi,2023,1818
Houses of Worship,Mississippi,2022,6237
Houses of Worship,Mississippi,2021,5404
Houses of Worship,Mississippi,2020,3015
Houses of Worship,Mississippi,2019,3758
Houses of Worship,Mississippi,2018,16800
Houses of Worship,Mississippi,2017,12300
Houses of Worship,Mississippi,2016,7355
Houses of Worship,Mississippi,2015,10410
Houses of Worship,Missouri,2024,12980
Houses of Worship,Missouri,2023,29637
Houses of Worship,Missouri,2022,23654
Houses of Worship,Missouri,2021,13171
Houses of Worship,Missouri,2020,22431
Houses of Worship,Missouri,2019,25860
Houses of Worship,Missouri,2018,36879
Houses of Worship,Missouri,2017,31193
Houses of Worship,Missouri,2016,19265
Houses of Worship,Missouri,2015,21150
Houses of Worship,Montana,2024,124
Houses of Worship,Montana,2023,6757
Houses of Worship,Montana,2022,4940
Houses of Worship,Montana,2021,6320
Houses of Worship,Montana,2019,75
Houses of Worship,Montana,2018,1075
Houses of Worship,Montana,2017,6834
Houses of Worship,Montana,2016,6500
Houses of Worship,Montana,2015,5135
Houses of Worship,Nebraska,2024,5351
Houses of Worship,Nebraska,2023,45594
Houses of Worship,Nebraska,2022,17570
Houses of Worship,Nebraska,2021,6498
Houses of Worship,Nebraska,2020,12486
Houses of Worship,Nebraska,2019,29235
Houses of Worship,Nebraska,2018,17516
Houses of Worship,Nebraska,2017,72509
Houses of Worship,Nebraska,2016,25345
Houses of Worship,Nebraska,2015,21411
Houses of Worship,Nevada,2024,1431
Houses of Worship,Nevada,2023,11247
Houses of Worship,Nevada,2022,2821
Houses of Worship,Nevada,2021,2730
Houses of Worship,Nevada,2020,16351
Houses of Worship,Nevada,2019,2828
Houses of Worship,Nevada,2018,6920
Houses of Worship,Nevada,2017,7625
Houses of Worship,Nevada,2016,17739
Houses of Worship,Nevada,2015,12029
Houses of Worship,New Hampshire,2023,835
Houses of Worship,New Hampshire,2022,100
Houses of Worship,New Hampshire,2021,1140
Houses of Worship,New Hampshire,2018,4817
Houses of Worship,New Hampshire,2017,2190
Houses of Worship,New Hampshire,2016,713
Houses of Worship,New Hampshire,2015,4098
Houses of Worship,New Jersey,2024,6820
Houses of Worship,New Jersey,2023,13882
Houses of Worship,New Jersey,2022,24174
Houses of Worship,New Jersey,2021,8759
Houses of Worship,New Jersey,2020,45470
Houses of Worship,New Jersey,2019,31500
Houses of Worship,New Jersey,2018,40408
Houses of Worship,New Jersey,2017,69714
Houses of Worship,New Jersey,2016,12520
Houses of Worship,New Jersey,2015,21574
Houses of Worship,New Mexico,2024,1199
Houses of Worship,New Mexico,2023,5118
Houses of Worship,New Mexico,2022,17477
Houses of Worship,New Mexico,2021,4336
Houses of Worship,New Mexico,2020,6043
Houses of Worship,New Mexico,2019,11853
Houses of Worship,New Mexico,2018,4281
Houses of Worship,New Mexico,2017,3308
Houses of Worship,New Mexico,2016,7553
Houses of Worship,New Mexico,2015,10548
Houses of Worship,New York,2024,9691
Houses of Worship,New York,2023,64872
Houses of Worship,New York,2022,131151
Houses of Worship,New York,2021,150939
Houses of Worship,New York,2020,59891
Houses of Worship,New York,2019,123253
Houses of Worship,New York,2018,86672
Houses of Worship,New York,2017,66503
Houses of Worship,New York,2016,88106
Houses of Worship,New York,2015,110143
Houses of Worship,North Carolina,2024,6511
Houses of Worship,North Carolina,2023,68964
Houses of Worship,North Carolina,2022,16257
Houses of Worship,North Carolina,2021,12887
Houses of Worship,North Carolina,2020,36905
Houses of Worship,North Carolina,2019,64806
Houses of Worship,North Carolina,2018,61867
Houses of Worship,North Carolina,2017,61692
Houses of Worship,North Carolina,2016,79500
Houses of Worship,North Carolina,2015,125531
Houses of Worship,North Dakota,2024,1015
Houses of Worship,North Dakota,2023,3825
Houses of Worship,North Dakota,2022,12989
Houses of Worship,North Dakota,2021,1136
Houses of Worship,North Dakota,2020,1057
Houses of Worship,North Dakota,2019,41100
Houses of Worship,North Dakota,2018,21344
Houses of Worship,North Dakota,2017,1313
Houses of Worship,North Dakota,2016,6789
Houses of Worship,North Dakota,2015,8750
Houses of Worship,Ohio,2024,4274
Houses of Worship,Ohio,2023,64106
Houses of Worship,Ohio,2022,34263
Houses of Worship,Ohio,2021,28194
Houses of Worship,Ohio,2020,53407
Houses of Worship,Ohio,2019,49161
Houses of Worship,Ohio,2018,39400
Houses of Worship,Ohio,2017,43275
Houses of Worship,Ohio,2016,33680
Houses of Worship,Ohio,2015,59258
Houses of Worship,Oklahoma,2024,3837
Houses of Worship,Oklahoma,2023,23032
Houses of Worship,Oklahoma,2022,58548
Houses of Worship,Oklahoma,2021,35133
Houses of Worship,Oklahoma,2020,50437
Houses of Worship,Oklahoma,2019,17816
Houses of Worship,Oklahoma,2018,35073
Houses of Worship,Oklahoma,2017,21462
Houses of Worship,Oklahoma,2016,12851
Houses of Worship,Oklahoma,2015,32005
Houses of Worship,Oregon,2024,16445
Houses of Worship,Oregon,2023,19099
Houses of Worship,Oregon,2022,4540
Houses of Worship,Oregon,2021,1053
Houses of Worship,Oregon,2020,8436
Houses of Worship,Oregon,2019,20257
Houses of Worship,Oregon,2018,26940
Houses of Worship,Oregon,2017,5599
Houses of Worship,Oregon,2016,8493
Houses of Worship,Oregon,2015,31623
Houses of Worship,Pennsylvania,2024,8845
Houses of Worship,Pennsylvania,2023,27755
Houses of Worship,Pennsylvania,2022,37624
Houses of Worship,Pennsylvania,2021,11369
Houses of Worship,Pennsylvania,2020,9636
Houses of Worship,Pennsylvania,2019,11307
Houses of Worship,Pennsylvania,2018,12655
Houses of Worship,Pennsylvania,2017,25907
Houses of Worship,Pennsylvania,2016,48003
Houses of Worship,Pennsylvania,2015,22497
Houses of Worship,Rhode Island,2022,1500
Houses of Worship,Rhode Island,2021,3156
Houses of Worship,Rhode Island,2019,1424
Houses of Worship,Rhode Island,2018,200
Houses of Worship,Rhode Island,2017,935
Houses of Worship,Rhode Island,2016,500
Houses of Worship,South Carolina,2024,15413
Houses of Worship,South Carolina,2023,10491
Houses of Worship,South Carolina,2022,11913
Houses of Worship,South Carolina,2021,14249
Houses of Worship,South Carolina,2020,36327
Houses of Worship,South Carolina,2019,24536
Houses of Worship,South Carolina,2018,31321
Houses of Worship,South Carolina,2017,53029
Houses of Worship,South Carolina,2016,19551
Houses of Worship,South Carolina,2015,38506
Houses of Worship,South Dakota,2023,3925
Houses of Worship,South Dakota,2022,4725
Houses of Worship,South Dakota,2021,5281
Houses of Worship,South Dakota,2020,6562
Houses of Worship,South Dakota,2019,200
Houses of Worship,South Dakota,2018,3977
Houses of Worship,South Dakota,2017,11078
Houses of Worship,South Dakota,2016,4432
Houses of Worship,South Dakota,2015,5500
Houses of Worship,Tennessee,2024,3721
Houses of Worship,Tennessee,2023,68722
Houses of Worship,Tennessee,2022,30040
Houses of Worship,Tennessee,2021,40645
Houses of Worship,Tennessee,2020,49555
Houses of Worship,Tennessee,2019,84702
Houses of Worship,Tennessee,2018,86090
Houses of Worship,Tennessee,2017,46247
Houses of Worship,Tennessee,2016,45800
Houses of Worship,Tennessee,2015,87491
Houses of Worship,Texas,2024,81717
Houses of Worship,Texas,2023,410485
Houses of Worship,Texas,2022,383612
Houses of Worship,Texas,2021,353134
Houses of Worship,Texas,2020,280904
Houses of Worship,Texas,2019,445275
Houses of Worship,Texas,2018,280977
Houses of Worship,Texas,2017,326477
Houses of Worship,Texas,2016,296594
Houses of Worship,Texas,2015,271506
Houses of Worship,Utah,2024,4965
Houses of Worship,Utah,2023,125621
Houses of Worship,Utah,2022,54975
Houses of Worship,Utah,2021,72968
Houses of Worship,Utah,2020,265349
Houses of Worship,Utah,2019,124090
Houses of Worship,Utah,2018,37016
Houses of Worship,Utah,2017,85816
Houses of Worship,Utah,2016,103981
Houses of Worship,Utah,2015,58443
Houses of Worship,Vermont,2022,1000
Houses of Worship,Vermont,2020,75
Houses of Worship,Vermont,2019,2000
Houses of Worship,Vermont,2015,2015
Houses of Worship,Virginia,2024,5873
Houses of Worship,Virginia,2023,37462
Houses of Worship,Virginia,2022,27859
Houses of Worship,Virginia,2021,57747
Houses of Worship,Virginia,2020,85713
Houses of Worship,Virginia,2019,55547
Houses of Worship,Virginia,2018,86495
Houses of Worship,Virginia,2017,68238
Houses of Worship,Virginia,2016,47627
Houses of Worship,Virginia,2015,27920
Houses of Worship,Washington,2024,7500
Houses of Worship,Washington,2023,20763
Houses of Worship,Washington,2022,32765
